system:index,date,rainfall_max,rainfall_mean,rainfall_min,temperature_max,temperature_mean,temperature_min,.geo
357,2010-10,785.44558,342.7487429,74.30087066,300.9159306,298.0236376,290.4643518,"{""type"":""MultiPoint"",""coordinates"":[]}"
358,2010-11,1178.422918,322.3059457,10.89606398,300.604812,297.6125265,289.7694903,"{""type"":""MultiPoint"",""coordinates"":[]}"
359,2010-12,1190.311789,285.9711538,0,300.3686083,297.0402188,288.9015069,"{""type"":""MultiPoint"",""coordinates"":[]}"
360,2011-01,1298.321223,347.9259622,0,300.0382563,296.1567,287.3124446,"{""type"":""MultiPoint"",""coordinates"":[]}"
361,2011-02,1151.909332,209.4154951,0,299.8266259,296.400463,287.7855696,"{""type"":""MultiPoint"",""coordinates"":[]}"
362,2011-03,1767.329346,320.9020442,0,300.2648892,296.8421157,288.6679838,"{""type"":""MultiPoint"",""coordinates"":[]}"
363,2011-04,665.2839994,118.6003604,0,301.446642,297.6533026,289.7614288,"{""type"":""MultiPoint"",""coordinates"":[]}"
364,2011-05,799.4581375,330.2768176,92.28912854,301.7131548,298.4625599,291.027663,"{""type"":""MultiPoint"",""coordinates"":[]}"
365,2011-06,1190.509292,359.5525916,43.68345594,301.1064695,298.2325235,290.8955998,"{""type"":""MultiPoint"",""coordinates"":[]}"
366,2011-07,919.1667223,358.0045295,65.86934042,300.7924802,297.9700109,290.3449547,"{""type"":""MultiPoint"",""coordinates"":[]}"
367,2011-08,1222.501915,393.1942738,83.46683788,300.7919594,297.9689666,290.5076852,"{""type"":""MultiPoint"",""coordinates"":[]}"
368,2011-09,905.0640621,328.8007183,71.70360494,301.0300237,298.0347995,290.6844019,"{""type"":""MultiPoint"",""coordinates"":[]}"
369,2011-10,783.996912,300.120923,83.26509589,300.5422399,297.8122016,290.2515682,"{""type"":""MultiPoint"",""coordinates"":[]}"
370,2011-11,960.5194607,318.0493272,4.862351179,300.6949713,297.6448973,289.84065,"{""type"":""MultiPoint"",""coordinates"":[]}"
371,2011-12,1382.899933,421.0307842,1.05E-06,300.3897515,297.1053855,288.973854,"{""type"":""MultiPoint"",""coordinates"":[]}"
372,2012-01,844.7972679,195.705689,0,300.2037285,296.8388392,288.4361346,"{""type"":""MultiPoint"",""coordinates"":[]}"
373,2012-02,827.2628632,236.9430049,0,300.1374636,296.8742311,288.676237,"{""type"":""MultiPoint"",""coordinates"":[]}"
374,2012-03,852.5905495,231.3842135,0.693475425,300.9692662,297.3917559,289.2676428,"{""type"":""MultiPoint"",""coordinates"":[]}"
375,2012-04,713.008976,147.9900451,6.27417779,302.3797381,298.4371557,290.7869403,"{""type"":""MultiPoint"",""coordinates"":[]}"
376,2012-05,586.9976931,245.6847414,41.1532191,301.6430096,298.6620698,290.9330355,"{""type"":""MultiPoint"",""coordinates"":[]}"
377,2012-06,949.6747465,259.5077568,67.02416801,301.5162203,298.3964101,290.4827622,"{""type"":""MultiPoint"",""coordinates"":[]}"
378,2012-07,1304.863785,451.6787801,87.78726959,300.8196919,297.8899221,290.4285497,"{""type"":""MultiPoint"",""coordinates"":[]}"
379,2012-08,1824.036436,358.8616973,30.31075454,301.4489243,298.1988604,290.6440661,"{""type"":""MultiPoint"",""coordinates"":[]}"
380,2012-09,835.0196972,348.5074445,106.0889151,300.4111537,297.8220768,290.5466545,"{""type"":""MultiPoint"",""coordinates"":[]}"
381,2012-10,864.1091013,278.5719497,24.57931328,300.3967936,297.5443918,289.7496188,"{""type"":""MultiPoint"",""coordinates"":[]}"
382,2012-11,511.5963974,164.5714489,0,301.221832,297.8052738,289.7145295,"{""type"":""MultiPoint"",""coordinates"":[]}"
383,2012-12,763.0661917,224.4837067,9.22E-08,300.6322369,297.390418,289.0218774,"{""type"":""MultiPoint"",""coordinates"":[]}"
384,2013-01,1242.847713,260.670644,0,300.0311905,296.4473178,287.8235922,"{""type"":""MultiPoint"",""coordinates"":[]}"
385,2013-02,563.9248962,154.884343,0,300.5608871,297.1853541,289.1210939,"{""type"":""MultiPoint"",""coordinates"":[]}"
386,2013-03,535.1357856,119.2870707,0,301.4079561,297.8808733,289.6132784,"{""type"":""MultiPoint"",""coordinates"":[]}"
387,2013-04,509.9489365,126.1949309,0,303.3920208,299.0009295,291.1208565,"{""type"":""MultiPoint"",""coordinates"":[]}"
388,2013-05,513.1537323,193.9956415,55.78002095,302.3901931,299.0840237,291.2119258,"{""type"":""MultiPoint"",""coordinates"":[]}"
389,2013-06,813.5529928,316.5546575,23.73838723,302.001232,298.5798451,290.9901969,"{""type"":""MultiPoint"",""coordinates"":[]}"
390,2013-07,917.3101025,345.1652839,37.45874429,301.112315,297.9493759,290.5298428,"{""type"":""MultiPoint"",""coordinates"":[]}"
391,2013-08,1502.976933,448.7829662,90.6657083,300.9640721,297.9600812,290.3272667,"{""type"":""MultiPoint"",""coordinates"":[]}"
392,2013-09,1186.400921,329.5361479,61.6568017,301.0979549,298.0821519,290.7202992,"{""type"":""MultiPoint"",""coordinates"":[]}"
393,2013-10,950.6153955,265.8778414,58.50699425,300.3570452,297.5037595,289.9341332,"{""type"":""MultiPoint"",""coordinates"":[]}"
394,2013-11,889.7383499,324.7627832,3.997529149,300.8176932,297.3786074,289.3459104,"{""type"":""MultiPoint"",""coordinates"":[]}"
395,2013-12,1321.30751,227.0389232,0,300.5692226,297.1828302,288.8024767,"{""type"":""MultiPoint"",""coordinates"":[]}"
396,2014-01,1526.719769,260.5229896,0,299.6420928,295.4125179,286.1022454,"{""type"":""MultiPoint"",""coordinates"":[]}"
397,2014-02,307.8088331,64.34923033,0,300.2111314,296.3671819,287.9486308,"{""type"":""MultiPoint"",""coordinates"":[]}"
398,2014-03,894.7770882,164.9995275,0,300.7681642,297.2938404,289.089301,"{""type"":""MultiPoint"",""coordinates"":[]}"
399,2014-04,595.0993919,112.6599724,0,302.5809255,298.4826161,290.7018375,"{""type"":""MultiPoint"",""coordinates"":[]}"
400,2014-05,435.9465561,140.5765167,5.86436224,303.2625518,299.334469,291.5289749,"{""type"":""MultiPoint"",""coordinates"":[]}"
401,2014-06,893.9414806,255.0208168,36.24459004,302.4125256,298.945546,291.3526189,"{""type"":""MultiPoint"",""coordinates"":[]}"
402,2014-07,1320.300207,343.466348,66.79635382,301.2412094,298.2614353,290.7263693,"{""type"":""MultiPoint"",""coordinates"":[]}"
403,2014-08,846.0777817,272.3909141,71.33397079,300.9346968,298.2452543,290.6022823,"{""type"":""MultiPoint"",""coordinates"":[]}"
404,2014-09,953.7438469,365.5262017,83.59677672,300.9282252,298.0313618,290.4184975,"{""type"":""MultiPoint"",""coordinates"":[]}"
405,2014-10,792.3781986,283.9832975,24.08074772,300.5882219,297.7032907,290.0588174,"{""type"":""MultiPoint"",""coordinates"":[]}"
406,2014-11,607.1680365,190.2676937,0,300.8349046,297.5851639,289.4173726,"{""type"":""MultiPoint"",""coordinates"":[]}"
407,2014-12,1330.847855,327.4141662,0,300.6672569,297.0364148,288.7460093,"{""type"":""MultiPoint"",""coordinates"":[]}"
408,2015-01,987.3080215,173.0122642,0,300.3858663,296.1292418,287.300425,"{""type"":""MultiPoint"",""coordinates"":[]}"
409,2015-02,246.1213531,51.59318859,0,300.8229685,296.3180844,287.6972971,"{""type"":""MultiPoint"",""coordinates"":[]}"
410,2015-03,258.8634338,52.68761835,0,301.9487228,297.4884713,288.9394743,"{""type"":""MultiPoint"",""coordinates"":[]}"
411,2015-04,229.8273659,67.35580969,0,302.7871407,298.7827816,290.3521092,"{""type"":""MultiPoint"",""coordinates"":[]}"
412,2015-05,497.748291,103.2509493,9.102711916,302.7462874,299.3641339,291.2323556,"{""type"":""MultiPoint"",""coordinates"":[]}"
413,2015-06,624.4405155,225.0264403,4.409533024,302.6913438,298.8996248,290.9860568,"{""type"":""MultiPoint"",""coordinates"":[]}"
414,2015-07,1224.218982,279.1595613,46.66469216,301.2284557,298.3595941,290.8503501,"{""type"":""MultiPoint"",""coordinates"":[]}"
415,2015-08,948.1199903,273.0554604,52.24374151,301.311684,298.3352632,290.8873229,"{""type"":""MultiPoint"",""coordinates"":[]}"
416,2015-09,761.7506351,226.5407842,13.95209861,300.9639468,298.1785312,290.6819915,"{""type"":""MultiPoint"",""coordinates"":[]}"
417,2015-10,628.2675228,210.8735516,37.39024639,300.8450552,298.1800137,290.6085118,"{""type"":""MultiPoint"",""coordinates"":[]}"
418,2015-11,571.8962269,133.0569763,0,301.6196165,297.9582599,289.6258963,"{""type"":""MultiPoint"",""coordinates"":[]}"
419,2015-12,1568.648108,261.0678243,0,301.3801882,297.5345394,289.1010751,"{""type"":""MultiPoint"",""coordinates"":[]}"
420,2016-01,259.5560594,48.33572681,0,301.848057,297.3379823,288.9226222,"{""type"":""MultiPoint"",""coordinates"":[]}"
421,2016-02,192.9863968,43.30596189,0,302.5111288,297.1344638,288.1974558,"{""type"":""MultiPoint"",""coordinates"":[]}"
422,2016-03,494.2521553,40.73328694,0,303.5586609,298.4143592,289.9363438,"{""type"":""MultiPoint"",""coordinates"":[]}"
423,2016-04,172.8781419,49.66654991,0,303.7236193,299.738138,291.2629829,"{""type"":""MultiPoint"",""coordinates"":[]}"
424,2016-05,450.9132833,192.3386636,18.2831068,303.0361994,299.7134573,291.7481844,"{""type"":""MultiPoint"",""coordinates"":[]}"
425,2016-06,782.8580503,258.0780261,34.64137077,302.1790908,298.8863529,291.3918919,"{""type"":""MultiPoint"",""coordinates"":[]}"
426,2016-07,924.7506523,293.497715,68.7331953,301.5183041,298.6217814,291.052237,"{""type"":""MultiPoint"",""coordinates"":[]}"
427,2016-08,1348.56447,283.3208804,38.54372311,302.0044847,298.765293,291.2487723,"{""type"":""MultiPoint"",""coordinates"":[]}"
428,2016-09,850.2631664,288.1547424,96.02297974,301.0575583,298.4411971,291.0146628,"{""type"":""MultiPoint"",""coordinates"":[]}"
429,2016-10,1072.07122,421.7960073,144.6716492,300.6947571,298.1288345,290.8660965,"{""type"":""MultiPoint"",""coordinates"":[]}"
430,2016-11,918.5388756,317.4825241,0,301.1976077,297.7792227,289.8413388,"{""type"":""MultiPoint"",""coordinates"":[]}"
431,2016-12,1132.899633,275.2567566,0,300.8254289,297.4979805,289.5362693,"{""type"":""MultiPoint"",""coordinates"":[]}"
432,2017-01,1355.380945,312.9374715,0,300.3464072,296.6974292,288.1774173,"{""type"":""MultiPoint"",""coordinates"":[]}"
433,2017-02,729.264739,131.3206615,0,300.48458,296.4532123,287.6380078,"{""type"":""MultiPoint"",""coordinates"":[]}"
434,2017-03,799.0375071,179.1079459,0,300.8340793,297.3660115,289.291079,"{""type"":""MultiPoint"",""coordinates"":[]}"
435,2017-04,595.9348774,138.865892,0,302.371539,298.5287639,290.7147655,"{""type"":""MultiPoint"",""coordinates"":[]}"
436,2017-05,679.87012,266.5977027,53.04750037,302.6016089,299.0568926,291.4397227,"{""type"":""MultiPoint"",""coordinates"":[]}"
437,2017-06,1015.826037,229.0830016,9.839078069,301.9360558,298.8495739,291.1743208,"{""type"":""MultiPoint"",""coordinates"":[]}"
438,2017-07,895.0945606,368.3355657,73.30726588,301.4751543,298.3068831,290.8537272,"{""type"":""MultiPoint"",""coordinates"":[]}"
439,2017-08,1154.480481,307.2359309,83.17040992,301.3159057,298.4860657,291.0302612,"{""type"":""MultiPoint"",""coordinates"":[]}"
440,2017-09,932.9437561,323.6958625,95.69279051,301.3476557,298.5279643,290.9560595,"{""type"":""MultiPoint"",""coordinates"":[]}"
441,2017-10,826.166399,344.339543,54.79280603,300.8298735,298.0355604,290.6440142,"{""type"":""MultiPoint"",""coordinates"":[]}"
442,2017-11,1034.773611,302.7419508,6.991829336,301.226172,298.0022343,290.1736628,"{""type"":""MultiPoint"",""coordinates"":[]}"
443,2017-12,1389.645723,352.0071797,0,300.6570755,297.2806572,289.0015028,"{""type"":""MultiPoint"",""coordinates"":[]}"
444,2018-01,1286.582054,270.2391407,0,300.3543084,296.9318509,288.6238371,"{""type"":""MultiPoint"",""coordinates"":[]}"
445,2018-02,1085.376996,169.9508242,0,300.5828388,297.1490904,288.9077319,"{""type"":""MultiPoint"",""coordinates"":[]}"
446,2018-03,394.7275658,79.0639316,0,302.0665371,297.6141453,288.9947099,"{""type"":""MultiPoint"",""coordinates"":[]}"
447,2018-04,655.6683841,141.6870528,0,302.5885559,298.7077917,290.3449389,"{""type"":""MultiPoint"",""coordinates"":[]}"
448,2018-05,472.2887902,178.1652202,8.989089012,303.5947161,299.4602474,291.5990188,"{""type"":""MultiPoint"",""coordinates"":[]}"
449,2018-06,1095.855947,275.2229841,63.0793066,301.9516565,298.8736302,291.1299579,"{""type"":""MultiPoint"",""coordinates"":[]}"
450,2018-07,1164.93948,329.4198538,67.2089386,301.37592,298.3377203,290.9280926,"{""type"":""MultiPoint"",""coordinates"":[]}"
451,2018-08,1563.267092,314.7666112,53.64730167,301.9082721,298.4066157,290.5636951,"{""type"":""MultiPoint"",""coordinates"":[]}"
452,2018-09,816.1763964,299.5180903,66.14812469,301.2770272,298.1344604,290.6016474,"{""type"":""MultiPoint"",""coordinates"":[]}"
453,2018-10,411.1900282,165.6045249,38.66687822,301.3500844,298.2276811,290.3745063,"{""type"":""MultiPoint"",""coordinates"":[]}"
454,2018-11,663.7313662,158.2172016,0,301.1966853,297.9143943,289.7582386,"{""type"":""MultiPoint"",""coordinates"":[]}"
455,2018-12,1134.809454,268.1722717,0,301.57138,297.6159173,289.2425069,"{""type"":""MultiPoint"",""coordinates"":[]}"
456,2019-01,780.8895307,127.9832793,0,300.4631867,296.6549438,287.7364483,"{""type"":""MultiPoint"",""coordinates"":[]}"
457,2019-02,139.8846474,26.6616231,0,300.9243311,296.8088447,288.7003408,"{""type"":""MultiPoint"",""coordinates"":[]}"
458,2019-03,353.5701647,62.463402,0,301.5720683,298.036595,290.087352,"{""type"":""MultiPoint"",""coordinates"":[]}"
459,2019-04,275.2307682,74.98748178,1.440246644,303.3485259,299.3370593,291.3999528,"{""type"":""MultiPoint"",""coordinates"":[]}"
460,2019-05,717.4386778,184.5546765,16.4314723,302.2099333,299.408426,291.4345768,"{""type"":""MultiPoint"",""coordinates"":[]}"
461,2019-06,813.1620562,244.5058354,36.14259632,303.2761882,299.2569497,291.625567,"{""type"":""MultiPoint"",""coordinates"":[]}"
462,2019-07,845.8722229,298.4448288,56.98210923,301.630851,298.3782073,290.6866594,"{""type"":""MultiPoint"",""coordinates"":[]}"
463,2019-08,1254.78108,341.0997866,40.41411829,301.5344177,298.5984596,290.9403369,"{""type"":""MultiPoint"",""coordinates"":[]}"
464,2019-09,951.0411072,219.9480691,25.86912584,302.153088,298.5630203,290.9977603,"{""type"":""MultiPoint"",""coordinates"":[]}"
465,2019-10,600.8390808,205.3896486,27.4183197,301.4902154,298.1892325,290.2230389,"{""type"":""MultiPoint"",""coordinates"":[]}"
466,2019-11,1510.249271,255.0612834,11.33300978,301.7345647,297.9353985,289.9457083,"{""type"":""MultiPoint"",""coordinates"":[]}"
467,2019-12,784.9522076,231.7178845,6.55E-07,301.7094752,297.5086461,289.226523,"{""type"":""MultiPoint"",""coordinates"":[]}"
468,2020-01,413.3278027,90.15719433,0,301.7025087,297.2152184,288.5473849,"{""type"":""MultiPoint"",""coordinates"":[]}"
469,2020-02,339.1367073,61.51417516,0,302.6925277,296.9292774,287.8702649,"{""type"":""MultiPoint"",""coordinates"":[]}"
470,2020-03,348.4477081,75.34642663,0,302.8843857,298.3686617,290.4375007,"{""type"":""MultiPoint"",""coordinates"":[]}"
471,2020-04,297.5427532,67.18241497,0,304.1166824,299.3979198,291.1303705,"{""type"":""MultiPoint"",""coordinates"":[]}"
472,2020-05,504.3439255,177.3233171,12.18913125,303.4781068,299.8026184,292.1596398,"{""type"":""MultiPoint"",""coordinates"":[]}"
473,2020-06,801.2364454,262.1013658,3.73976092,303.1462333,298.9398384,291.1599241,"{""type"":""MultiPoint"",""coordinates"":[]}"
474,2020-07,790.8931732,278.3742276,63.12635715,302.0798199,298.635316,290.8742693,"{""type"":""MultiPoint"",""coordinates"":[]}"
475,2020-08,803.1984091,313.9086597,71.76186013,301.3938107,298.5282194,290.8083929,"{""type"":""MultiPoint"",""coordinates"":[]}"
476,2020-09,689.9638252,235.9858581,41.62409143,301.4683887,298.6387709,290.8334088,"{""type"":""MultiPoint"",""coordinates"":[]}"
477,2020-10,1453.513103,478.6686162,114.518141,301.1919854,297.9896593,290.6312102,"{""type"":""MultiPoint"",""coordinates"":[]}"
478,2020-11,1018.78336,342.8924245,12.06906247,300.8599418,297.8094385,289.8907659,"{""type"":""MultiPoint"",""coordinates"":[]}"
479,2020-12,1779.190914,398.8219985,0,300.6078546,297.5230458,289.7226637,"{""type"":""MultiPoint"",""coordinates"":[]}"
480,2021-01,1222.425301,280.1533448,0,300.2649261,296.6118024,288.2122259,"{""type"":""MultiPoint"",""coordinates"":[]}"
481,2021-02,832.9076643,202.7123628,0,300.2814466,296.8290572,288.5844397,"{""type"":""MultiPoint"",""coordinates"":[]}"
482,2021-03,614.6508236,165.7134406,0,301.181546,297.7436911,289.5667868,"{""type"":""MultiPoint"",""coordinates"":[]}"
483,2021-04,815.5111313,157.6581885,0,302.0620073,298.3157371,290.3844031,"{""type"":""MultiPoint"",""coordinates"":[]}"
484,2021-05,629.4279118,218.390096,0,303.9113611,299.3562046,291.2370289,"{""type"":""MultiPoint"",""coordinates"":[]}"
485,2021-06,810.9990811,233.504861,24.26847196,303.5507267,298.8623293,290.7532468,"{""type"":""MultiPoint"",""coordinates"":[]}"
486,2021-07,1381.390057,336.6856728,46.7099396,301.9906324,298.7814649,290.9139539,"{""type"":""MultiPoint"",""coordinates"":[]}"
487,2021-08,841.1684408,258.7151973,62.35810173,301.6079328,298.6157752,290.7528132,"{""type"":""MultiPoint"",""coordinates"":[]}"
488,2021-09,1015.614326,321.7547565,104.3807647,301.2052883,298.3471362,290.6288886,"{""type"":""MultiPoint"",""coordinates"":[]}"
489,2021-10,961.7198153,373.166123,94.45993066,301.2657014,298.1904928,290.4449478,"{""type"":""MultiPoint"",""coordinates"":[]}"
490,2021-11,758.1992741,244.8416783,0,301.7297953,298.1137673,290.4919671,"{""type"":""MultiPoint"",""coordinates"":[]}"
491,2021-12,1241.182297,315.0782026,0,300.8416684,296.9908337,288.1737495,"{""type"":""MultiPoint"",""coordinates"":[]}"
492,2022-01,532.3194895,130.4456317,0,300.6148662,296.7840154,288.0986741,"{""type"":""MultiPoint"",""coordinates"":[]}"
493,2022-02,701.3828125,156.4070628,0,300.7933557,297.1793413,288.9371923,"{""type"":""MultiPoint"",""coordinates"":[]}"
494,2022-03,780.0712557,202.3285838,0,302.1859135,298.1402174,290.3141871,"{""type"":""MultiPoint"",""coordinates"":[]}"
495,2022-04,1355.373844,320.4283216,5.749008417,302.2773624,298.1143694,290.3760034,"{""type"":""MultiPoint"",""coordinates"":[]}"
496,2022-05,688.6246099,280.2996979,90.96377647,302.178044,298.7527945,291.093482,"{""type"":""MultiPoint"",""coordinates"":[]}"
497,2022-06,697.4736652,233.528482,25.83823723,301.8319417,298.688875,290.8082573,"{""type"":""MultiPoint"",""coordinates"":[]}"
498,2022-07,735.1904955,312.4571734,51.79805052,301.8642517,298.5416983,290.7685223,"{""type"":""MultiPoint"",""coordinates"":[]}"
499,2022-08,1002.523154,364.8659549,74.10297346,301.1465521,298.2450066,290.6725123,"{""type"":""MultiPoint"",""coordinates"":[]}"
500,2022-09,830.2647471,243.1159602,52.85238236,301.3707797,298.4338836,290.6513461,"{""type"":""MultiPoint"",""coordinates"":[]}"
501,2022-10,1280.104537,441.8682949,103.5905628,301.1588746,298.2069751,290.5344731,"{""type"":""MultiPoint"",""coordinates"":[]}"
502,2022-11,598.8234005,221.5462714,0,301.3959496,298.0538073,290.1878143,"{""type"":""MultiPoint"",""coordinates"":[]}"
503,2022-12,1099.758128,315.2513432,0,300.6387811,297.1312087,288.5921792,"{""type"":""MultiPoint"",""coordinates"":[]}"
504,2023-01,1405.678585,362.5307136,0,300.1225722,296.5062586,288.0834336,"{""type"":""MultiPoint"",""coordinates"":[]}"
505,2023-02,800.4860439,186.7048395,0,300.3621758,296.9780265,288.6198924,"{""type"":""MultiPoint"",""coordinates"":[]}"
506,2023-03,558.1841164,103.4078108,0,301.3852831,297.4985978,289.0224297,"{""type"":""MultiPoint"",""coordinates"":[]}"
507,2023-04,503.2750397,132.2936821,0,302.5200117,298.7115911,290.8430993,"{""type"":""MultiPoint"",""coordinates"":[]}"
508,2023-05,584.7504139,219.8074372,24.482903,302.7955146,299.2349155,291.3136388,"{""type"":""MultiPoint"",""coordinates"":[]}"
509,2023-06,637.2001572,254.7885098,34.16574335,302.156633,298.8244534,291.0000955,"{""type"":""MultiPoint"",""coordinates"":[]}"
510,2023-07,1320.426394,380.7109362,72.13114214,301.7010535,298.6712025,290.9467272,"{""type"":""MultiPoint"",""coordinates"":[]}"
511,2023-08,913.7063675,286.1539672,36.00064611,302.2776838,298.8551992,290.8308592,"{""type"":""MultiPoint"",""coordinates"":[]}"
512,2023-09,930.1252623,295.5290519,88.08637166,301.8459276,298.6182944,290.8143602,"{""type"":""MultiPoint"",""coordinates"":[]}"
513,2023-10,731.0957727,234.6171992,24.96170568,301.3603672,298.5527621,290.8451648,"{""type"":""MultiPoint"",""coordinates"":[]}"
514,2023-11,920.2029982,231.0769151,0,301.7841179,298.1961344,290.0720573,"{""type"":""MultiPoint"",""coordinates"":[]}"
515,2023-12,831.4097333,174.025516,0,301.5766994,297.9746313,289.5949391,"{""type"":""MultiPoint"",""coordinates"":[]}"
516,2024-01,935.583353,131.7702189,0,301.2279392,297.1468016,288.021874,"{""type"":""MultiPoint"",""coordinates"":[]}"
517,2024-02,437.9173889,72.648237,0,301.1849142,297.5386545,289.3784981,"{""type"":""MultiPoint"",""coordinates"":[]}"
518,2024-03,301.281847,58.57826134,0,302.6726537,298.4061316,289.9988282,"{""type"":""MultiPoint"",""coordinates"":[]}"
519,2024-04,211.4165487,46.18740675,0,304.3241015,300.184093,292.1627951,"{""type"":""MultiPoint"",""coordinates"":[]}"
520,2024-05,499.6140118,167.1569523,24.71747237,304.005198,300.4000283,292.0501435,"{""type"":""MultiPoint"",""coordinates"":[]}"
521,2024-06,665.3568548,259.3083731,26.20994291,302.4593277,299.1918767,291.4270387,"{""type"":""MultiPoint"",""coordinates"":[]}"
522,2024-07,1136.526498,428.4128253,96.30659497,301.963141,298.6004437,290.9615029,"{""type"":""MultiPoint"",""coordinates"":[]}"
523,2024-08,1027.443262,273.9018546,31.14714626,301.9684903,298.9270849,291.2390322,"{""type"":""MultiPoint"",""coordinates"":[]}"
524,2024-09,1014.044634,385.6495206,58.58685435,301.5814363,298.6733538,291.1292092,"{""type"":""MultiPoint"",""coordinates"":[]}"
525,2024-10,1037.989672,367.0820537,72.27163553,301.3697082,298.513293,290.7930087,"{""type"":""MultiPoint"",""coordinates"":[]}"
526,2024-11,1324.663286,307.6351264,2.128020942,301.3583437,298.3305657,290.3272809,"{""type"":""MultiPoint"",""coordinates"":[]}"
527,2024-12,1215.378372,353.1943679,0,301.1516835,297.5727952,289.4476213,"{""type"":""MultiPoint"",""coordinates"":[]}"
528,2025-01,1222.019925,215.7857031,0,300.6441642,297.0426962,288.3960569,"{""type"":""MultiPoint"",""coordinates"":[]}"
529,2025-02,974.0204057,217.9634462,4.45E-09,300.7855011,297.0770904,288.6370433,"{""type"":""MultiPoint"",""coordinates"":[]}"
530,2025-03,937.9864845,185.7457437,0,301.8905863,297.9481012,289.8304988,"{""type"":""MultiPoint"",""coordinates"":[]}"
531,2025-04,500.1505995,115.0230417,0,303.5495103,299.1002264,291.4386433,"{""type"":""MultiPoint"",""coordinates"":[]}"
532,2025-05,644.7101707,286.3893585,76.39657044,303.1265569,299.1146257,291.3244237,"{""type"":""MultiPoint"",""coordinates"":[]}"
533,2025-06,766.298358,320.5860008,35.16321236,301.7694952,298.5621454,290.8098056,"{""type"":""MultiPoint"",""coordinates"":[]}"
534,2025-07,1616.028198,399.864594,59.89455795,301.7014205,298.7109535,290.9364387,"{""type"":""MultiPoint"",""coordinates"":[]}"
535,2025-08,958.2998533,352.823532,52.83731794,301.1185166,298.2149955,290.470948,"{""type"":""MultiPoint"",""coordinates"":[]}"
536,2025-09,1124.51277,400.9348058,68.52236032,300.8714188,298.1329689,290.6831918,"{""type"":""MultiPoint"",""coordinates"":[]}"
